Year,Subject,Calendar Name,Created By,Updated By,Who,Location,Description,Tags,Session name
2021,Easy R Markdown reporting with chronicle,Regular talks > Track A,UseR! 2021,UseR! 2021,"Heymans Smith, Philippe",The Lounge #talk_dataviz,"The chronicle package aims to ease the process of making R Markdown reports for R practitioners. With chronicle, the user is only required to provide the data and structure of the report, and chronicle will write the corresponding R Markdown file on behalf of the user. This means that the user can take the role of a director of the report, focusing on its content and structure, while delegating all the intricacies of visual consistency and interactiveness to the package.

  
chronicle currently supports 16 of the most popular R Markdown output formats, and lets the user add each element of a report in an additive paradigm inspired by ggplot.",Data visualisation,6A - Data visualisation
2021,Sponsored Talk by MemVerge,Regular talks > Track B,UseR! 2021,UseR! 2021,"Berry, Frank",The Lounge #talk_r_production_1,TBA,R in production,6B - R in Production 1
2021,virgo: a layered interactive grammar of graphics in R,Regular talks > Track A,UseR! 2021,UseR! 2021,"Lee, Stuart",The Lounge #talk_dataviz,"The virgo package enables interactive graphics for exploratory data analysis (EDA). Like ggplot2, our package takes a grammar based approach, that is, variables are mapped to visual encodings and plots are built layer by layer with marks. However, unlike ggplot2, the virgo package incorporates interactivity directly into its design by extending the Vega-Lite Javascript library and the vegawidget R package.

  
Users can easily initialize """"selection"""" objects to specify client side events like brushing or clicking. Once a """"selection"""" object is specified it can used in two different ways. First, a """"selection"""" can be broadcast to modify an encoding channel - for example, points being colored after a selection event has happened. Second, the data in a visual layer can react to a """"selection"""" - for example, computing a mean on the fly given the occurence of a selection event. Through composing multiple selection objects we can achieve rich interactivity.

  
In this talk, we will discuss the motivations behind the virgo package and grammar. We will demonstrate how virgo seamlessly integrates into existing EDA workflows through a case study. The virgo package is available online at <https://vegawidget.github.io/virgo>.",Data visualisation,6A - Data visualisation
2021,Bridging the Unproductive Valley: Building Data Products Strictly Without Magic,Regular talks > Track B,UseR! 2021,UseR! 2021,"Held, Maximilian",The Lounge #talk_r_production_1,"Between GUI-based reports and scripted data science lies an unproductive valley that combines the worst of both worlds:

  
poor scaleability *and* high overhead.

  
To avoid getting stuck there, small and medium-sized teams must 1) build strategic data products (not one-off scripts), 2) adopt software development best practices (not hacks) and 3) concentrate on business value (not infrastructure).

  
1\) Strategic data products focus on the ETL pipelines, common visualisations and other modules that are central to the mission. These unix-style building blocks can then be recombined into various reports.

  
2\) These modules are designed """"as-if-for-CRAN"""" and written as type/length-stable, unit-tested and exported functions.

  
3\) If something is not related to our mission, we rely on industry standards (Docker) and CaaS/DBaaS (Azure, GCP).

  
{muggle}'s opininated DevOps provides some technical scaffolding to help with this transition.

  
It standardises the compute environment in development, testing and deployment on a multi-stage Dockerfile with ONBUILD triggers for lightweight target images and leverages public cloud services (RSPM, GitHub Actions, GitHub Packages).

  
In contrast to some existing approaches, {muggle} never infers developer intent and has a minimal git footprint.

  
Success also requires a cultural shift. Development may still be agile, but it must not build prototype code. Fancy plots and reports are good, but reproducibility is more important.

  
We believe this is a necessary change to ensure value generation, and thereby, to ensure the future of democratic, and open-source data science.",R in production,6B - R in Production 1
2021,New displays for the visualization of multivariate data in the tourr package,Regular talks > Track A,UseR! 2021,UseR! 2021,"Laa, Ursula",The Lounge #talk_dataviz,"Tour methods allow the visualization of multi-dimensional structures as animated sequences of interpolated projections. The viewer can extrapolate from the observed low-dimensional shapes, to build intuition about the high-dimensional distribution. These methods are available in the tourr package (Wickham et al., 2011), including a range of display functions. The package is on CRAN, see <https://CRAN.R-project.org/package=tourr>. The traditional displays are however limited in the case of large data: in scenarios with many observations, overplotting will often hide features, while a large number of variables typically leads to piling of the observations near the center of a projection.

  
In this talk I will introduce new tourr displays that can address these issues. The slice tour (Laa et al., 2020) shows sections of the data, alleviating overplotting issues and potentially revealing concave structures not visible in projections; the sage display (Laa et al., under review, arXiv:2009.10979 ) redistributes the projected data points to reverse piling effects. After introducing the new displays I will briefly describe the implementation in R and show examples that illustrate the advantages of the new approaches.",Data visualisation,6A - Data visualisation
2021,Data science serverless-style with R and OpenFaaS,Regular talks > Track B,UseR! 2021,UseR! 2021,"Solymos, Peter",The Lounge #talk_r_production_1,"R is well suited for data science due to its diverse tooling and its ability to leverage and integrate with other languages and solutions. In production, R is often just a piece of a much larger puzzle providing API endpoints via e.g. plumber, RestRServe, or a similar web framework. Managing many API endpoints can lead to problems due to shifting dependency requirements or more recent additions breaking older code. The common solution is to use Docker containers to provide isolation to these components. However, managing containers at scale is not trivial, and managing serverless infrastructure is often outsourced to public cloud providers. Providers differ in their approaches, leading to independent integrations of R and repeated efforts. The OpenFaaS project was born to mitigate these problems and to avoid vendor lock-in. OpenFaaS is an open-source framework to deploy functions and microservices anywhere (local cluster, public cloud, edge devices) and at any scale (including 0), with an emphasis on Kubernetes. It provides auto-scaling, metrics, API gateway, and is language-agnostic. In this talk, I introduce R templates for OpenFaaS. The templates support different Docker R base images (Debian, Ubuntu, Alpine Linux) and 6 different frameworks, including plumber. I explain the development life cycle with OpenFaaS using an example cloud function for time series forecasting on daily updated epidemiological data. I end with a review of production use cases where R can truly shine in the multilingual serverless landscape.",R in production,6B - R in Production 1
2021,plotVR - walk through your data,Regular talks > Track A,UseR! 2021,UseR! 2021,"Thomann, Philipp",The Lounge #talk_dataviz,"Are you bored by 3D-plots that only give you a simple rotatable 2d-projection? plotVR is an open source package that provides a simple way for data scientists to plot data, pick up a phone, get a real 3d impression - either by VR or by AR - and use the computer's keyboard to walk through the scatter plot:

  
<https://www.github.com/thomann/plotVR>

  
After installing the package and plotting your dataframe, scan the QR code on your phone (iOS or Android) and start walking. Either with recent phones directly in the web browser or using an iOS-app (Android App in prepared).

  
Once you are immersed in your Cardboard how do you navigate through the scatter? plotVR lets you use the computer's keyboard to walk as you would in any first person game.

  
You want to share your impression? Just use the generated USD (iOS) or gltf (Android) files!

  
The technologies beneath this project are: a web server that handles the communication between the DataScience-session and the phone, WebSockets to quickly proxy the keyboard events, QR-codes facilitate the simple pairing of both, and an HTML-Page on the computer to grab the keyboard events. And the translation of these keyboard events into 3D terms is a nice exercise in three.js, OpenGL, and SceneKit for HTML, Android, and iOS resp. For in-browser AR experience the package generates USD and GLTF formats.

  
Ready to see your data as you have never seen before? Join the talk!",Data visualisation,6A - Data visualisation
2021,Questions,Regular talks > Track B,UseR! 2021,UseR! 2021,All presenters in the session,The Lounge #talk_r_production_1,Last questions for all the speakers,Community and Outreach,6B - R in Production 1
2021,Questions,Regular talks > Track A,UseR! 2021,UseR! 2021,All presenters in the session,The Lounge #talk_dataviz,Last questions for all the speakers,Community and Outreach,6A - Data visualisation
2021,startR: A tool for large multi-dimensional data processing,Regular talks > Track A,UseR! 2021,UseR! 2021,"Ho, An-Chi",The Lounge #talk_ecology_environment,"Nowadays, the growing data volume and variety in various scientific domains have made data analysis challenging. Simple operations like extracting data from storage and performing statistical analysis on them have to be rethought. startR is an R package developed at the Earth Science Department in Barcelona Supercomputing Center (BSC-CNS) that allows to retrieve, arrange, and process large multi-dimensional datasets automatically with a concise workflow.

  
startR provides a framework under which the datasets to be processed can be perceived as a single multi-dimensional array. The array is first declared, then a user-defined function can be applied to the relevant dimensions in an apply-like fashion, building up a declarative workflow that can be executed in various computing platforms. During execution, startR implements the MapReduce paradigm, chunking the data and processing them either locally or remotely on high-performance computing systems, leveraging multi-node and multi-core parallelism where possible. Besides the data, metadata are also well-preserved and expanded with the operation information, ensuring the reproducibility of the analysis.

  
Several functionalities in startR, like spatial interpolation and time manipulation, are tailored for atmospheric sciences research such as climate, weather, and air quality. It is compatible with other R tools developed in BSC-CNS, forming a strong toolset for climate research. However, it is potentially competent in other research fields. Even though netCDF is the only data format supported in the current release, adaptors for other file formats can be plugged in, enabling the tool to be exploited in different scientific domains where large multi-dimensional data is involved.","Ecology, Environmental sciences",7A - Ecology and Environmental Sciences
2021,Probability Distribution Forecasts: Learning with Random Forests and Graphical Assessment,Regular talks > Track B,UseR! 2021,UseR! 2021,"Lang, Moritz N.",The Lounge #talk_stats,"Forecasts in terms of entire probability distributions (often called """"probabilistic forecasts"""" for short) - as opposed to predictions of only the mean of these distributions - are of prime importance in many different disciplines from natural sciences to social sciences and beyond. Hence, distributional regression models have been receiving increasing interest over the last decade. Here, we make contributions to two common challenges in distributional regression modeling:

1. Obtaining sufficiently flexible regression models that can capture complex patterns in a data-driven way.
2. Assessing the goodness-of-fit of distributional models both in-sample and out-of-sample using visualizations that bring out potential deficits of these models.

Regarding challenge 1, we present the R package """"disttree"""" (Schlosser et al. 2021), that implements distributional trees and forests (Schlosser et al. 2019). These blend the recursive partitioning strategy of classical regression trees and random forests with distributional modeling. The resulting tree-based models can capture nonlinear effects and interactions and automatically select the relevant covariates that determine differences in the underlying distributional parameters.

For graphically evaluating the goodness-of-fit of the resulting probabilistic forecasts (challenge 2), the R package """"topmodels"""" (Zeileis et al. 2021) is introduced, providing extensible probabilistic forecasting infrastructure and corresponding diagnostic graphics such as Q-Q plots of randomized residuals, PIT (probability integral transform) histograms, reliability diagrams, and rootograms. In addition to distributional trees and forests other models can be plugged into these displays, which can be rendered both in base R graphics and """"ggplot2"""" (Wickham 2016).",Statistical models,7B: Statistical modeling in R
2021,A semi-automatic grader for R scripts,Regular talks > Track C,UseR! 2021,UseR! 2021,"Gopal, Vik",The Lounge #talk_teaching_automation_reproducibility,"My department teaches a class in R. The aims of this class are to teach visualisation and good programming practices in R. Every week, we would attempt to go over as many script submissions as we could, as closely as we could. We would then summarise the feedback verbally to the students.

  
Due to the increasing class size, we were unable to rigorously go through every single student script every week due to time constraints. As such, we could not identify the common misconceptions that students had. We could not intervene and correct the most critical ones early one in the class. Finally, we were unable to visualise all the visualisations that students created.

  
Hence we developed an R package to automatically run all student scripts and extract metrics such as run-time and certain code features. The package would also collate all the graphs so that we can see them at one go. We also set up a server for students to test their code before submission, ensuring that we can run their code smoothly.

  
We can now ensure that every students’ code is run and analysed consistently and reliably. Instead of scrutinising the code, we look through a summary table of features generated for each script. If something looks strange here, we go back to the script. By uploading this table, with comments, to our LMS, we can provide custom feedback for each student. Finally, having such a summary table of features indicates the areas that students need more practice in - it allows us to tailor future homework problems.","Reproducibility, Teaching R/R in Teaching","7C - Teaching, Automation and Reproducibility"
2021,grwat: a new R package for automated separation and analysis of river hydrograph,Regular talks > Track A,UseR! 2021,UseR! 2021,"Samsonov, Timofey",The Lounge #talk_ecology_environment,"grwat is a new R package aimed at analysis of river hydrograph — a time series of river discharge values. The overall shape of hydrograph is specific for each river and is heavily influenced by climatic conditions within a river basin. Since the climate is changing, the shape of a typical hydrograph for each river is also transformed. The main goal of grwat package is to provide automated tools to extract the genetic components of river discharge (e.g. how much disharge is due to thaws, floods etc.) as well as graphical and statistical tools to reveal interannual and long-term changes of these components. The core procedure which allows extraction of genetic components is separation. The implementation of separation in grwat is two-stage. First, it follows the generaly acclaimed approach to separate the discharge into quick flow and baseflow. Second, it involves the temperature and precipitation time series to separate the quick flow into seasonal (snowmelting), thaw and flood-induced discharge using the originally developed algorithm. The separation is programmed in pure STL C++17 and then interfaced into grwat via Rcpp. Separated hydrograph is represented as a data frame where for each observation the input total discharge is distributed between several columns, each representing a genetic component. Such data frame can be further analyzed with grwat resulting in more than 30 interannual and long-term statistically tested variables characterizing the aggregated values, dates and durations of specific events and periods. Examples are seasonal flood runoff, annual groundwater discharge, number of thaw days, and the date of seasonal flood beginning. Finally, grwat contains convenient functions to quickly visualize one or more variables using ggplot2 graphics, and to generate high-quality R Markdown-based HTML reports which combine graphics and results of statistical tests for all computed variables. Development is funded by Russian Science Foundation (Project 19-77-10032)","Ecology, Environmental sciences",7A - Ecology and Environmental Sciences
2021,"spaMM: an R package to fit generalized, linear, and mixed models allowing for complex covariance structures",Regular talks > Track B,UseR! 2021,UseR! 2021,"Rousset, François",The Lounge #talk_stats,"Introduced to make the fit of spatial Mixed Models accessible, the R package spaMM has grown a lot since its first CRAN release eight years ago. The package now offers the possibility to fit a variety of regression models, from simple linear models (LM) to generalised linear mixed-effects models (GLMM), including multivariate-response models, and double hierarchical GLMMs (DHGLM) in which both the mean of a response and the residual variance can be modelled as a function of fixed and random effects. The package provides a diversity of response families beyond the standard ones, such as the (truncated or not) negative binomial, and the Conway-Maxwell-Poisson, as well as non-gaussian random effect families such as the inverse gaussian. Random effects can further be modelled using several autocorrelation functions for the consideration of spatial, temporal and other forms of dependence between observations (e.g. genetic pedigrees). spaMM handles this diversity of models through a simple formula-based interface akin to glm() or lme4::glmer(). Advanced users will nonetheless appreciate the possibility to fine tune many aspects of the fit (e.g. select among several likelihood approximations; set parameters to fixed values). The package also provides tailored methods for many generics, so that for instance anova() can be called to perform likelihood ratio tests by parametric bootstrap and that AIC() computes both the marginal and conditional AIC. The package is finally competitive in terms of computational speed, for both non-spatial, geostatistical, and autoregressive models",Statistical models,7B: Statistical modeling in R
2021,Automating bespoke online teaching with R,Regular talks > Track C,UseR! 2021,UseR! 2021,"Davies, Rhian",The Lounge #talk_teaching_automation_reproducibility,"At Jumping Rivers we deliver over 100 R, Python and Stan training courses each year, engaging with thousands of new learners. The necessity to move to fully online training in March last year meant we quickly had to completely rethink how to deliver R training interactively online. We internally trialled running our usual in-person training just on Zoom - and it really doesn’t work trust us!

We already used R &amp; R Markdown to create all training materials including slides and notes.

However, our new workflow uses R in every step of the way, from creating a bespoke learning environment, to collating feedback and generating certificates.

Upcoming training sessions are stored in Asana. Using a single call from R, we extract the relevant Asana task details and:

- Provide the client with a single URL that contains all necessary information for the course
- Deploy a bespoke virtual training environment with {analogsea}
- Automate password generation with {shiny}
- Track and upload attendance sheets
- Create bespoke Google Documents for code quizzes
- Generate fill-in-the-blank tutor R scripts
- Provide automatic feedback reports for clients with {rmarkdown}, {shiny} &amp; {rtypeform}
- Deliver personalised certificates in {shiny}
- Tag the training materials and VM to enable a completely reproducible set-up.

This improves the learning experience as the “small” things are automated and allows the trainer to concentrate on actual training.","Reproducibility, Teaching R/R in Teaching","7C - Teaching, Automation and Reproducibility"
2021,Using R6 object-oriented programming to build agent-based models,Regular talks > Track A,UseR! 2021,UseR! 2021,"Bailey, Liam Daniel",The Lounge #talk_ecology_environment,"Agent or individual-based modelling is an invaluable tool in the biological sciences, used to understand complex topics such as conservation management, invasive species, and animal population dynamics. However, while R is one of the most common programming languages used in the biological sciences it is often considered 'unsuitable' for agent-based modelling tasks, with other tools such as NetLogo, Java, and C++ utilized instead. Here, we introduce how the package R6 can be used to build agent-based models and simulate complex population and evolutionary dynamics in R. R6 offers the possibility to easily define classes with encapsulated methods. It has become the package of choice behind many well-known R packages that use encapsulated object-oriented programming (e.g. shiny, dplyr, testthat). Yet, while simulations have been built in R using other class systems such as S3 and S4, the potential of R6 to perform such tasks remains untapped. We provide a real-world example from our research on the large African carnivore, the spotted hyena. Object-oriented programming using R6 was easy to learn and implement, and working in R allowed us to quickly build, document, and unit test our code by taking advantage of existing tools in R/RStudio with which we were already familiar (e.g. RStudio projects, roxygen2, testthat). Implementing agent-based modelling in R will allow ecologists to easily make use of this powerful tool in their research. Researchers will not be required to learn any new programming languages but can instead implement agent-based models in the same language they already use for data wrangling, statistical analysis, and data visualisation.","Ecology, Environmental sciences",7A - Ecology and Environmental Sciences
2021,The one-step estimation procedure in R,Regular talks > Track B,UseR! 2021,UseR! 2021,"Brouste, Alexandre",The Lounge #talk_stats,"In finite-dimensional parameter estimation, the Le Cam one-step procedure is based on an initial guess estimator and a Fisher scoring step on the loglikelihood function. For an initial $sqrt(n)$–consistent guess estimator, the one-step estimation procedure is asymptotically efficient. As soon as the guess estimator is in a closed form, it can also be computed faster than the maximum likelihood estimator. More recently, it has been shown that this procedure can be extended to an initial guess estimator with a slower speed of convergence. Based on this result, we propose in the OneStep package (available on CRAN) a procedure to compute the one-step estimator in any situation faster than the MLE for large datasets. Monte-Carlo simulations are carried out for several examples of statistical experiments generated by i.i.d. observation samples (discrete and continuous probability distributions). Thereby, we exhibit the performance of Le Cam’s one-step estimation procedure in terms of efficiency and computational cost on observation samples of finite size. A real application and the future package developments will also be discussed.",Statistical models,7B: Statistical modeling in R
2021,Extend the functionality of your R Markdown documents,Regular talks > Track C,UseR! 2021,UseR! 2021,"Dervieux, Christophe",The Lounge #talk_teaching_automation_reproducibility,"R Markdown is a powerful tool that has quickly grown since its creation. If it can be rather simple to quickly create and maintain a simple reproducible report, it can be more challenging to do advanced customization and dynamic content creation due to the different tools involved (rmarkdown, knitr, Pandoc, LaTeX, ...) and a lot of possible tweaks. And this is increaded all the more if you consider the already widespread and still growing ecosytem surrounding R Markdown.

  
Helping users to better find and know how to do specific tasks with R Markdown was the main driver for the book """"R Markdown Cookbook"""" (CRC Press). This talks will be based on the content of this book and will present a selection of advanced recipes to go further with a R Markdown document. These examples combines little-known features of some R packages (rmarkdown, knitr) and other tools (Pandoc) to provide flexibility and to extend greatly the functionnality for producing communication product, programmatically and with reproducibility.

  
This talks will also include last features at the time of the talk included in R Markdown family of packages (rmarkdown, knitr, bookdown, blogdown, ...)","Reproducibility, Teaching R/R in Teaching","7C - Teaching, Automation and Reproducibility"
2021,Climate Forecast Analysis Tools Framework: from the storage to the HPC to get reproducible climate research results and services,Regular talks > Track A,UseR! 2021,UseR! 2021,"Pérez-Zanón, Núria",The Lounge #talk_ecology_environment,"Climate forecast researchers need to assess the quality of their forecasts by comparing them against reference observation datasets using state-of-the-art verification metrics. This procedure requires reading in the seasonal forecasts and reference data and restructuring them for later comparison (e.g.: regridding, resampling or reordering). Only then, statistical methods can be applied to assess forecast skill and, finally, tailored visualization tools are employed to explore the results.

  
At the Earth Sciences department of the Barcelona Supercomputing Center, the expertise in seasonal forecast research has traditionally been compiled in the s2dverification R package since its first release in 2009. The package provides tools implementing all the steps required for the procedure described above, allowing researchers to share their methods while reducing development and maintenance cost. However, as the department broadened its activity to include research on sub-seasonal forecast, decadal prediction and climate projections, as well as development of climate services for various stakeholders, new state-of-the-art tools to manipulate climate data became necessary.

  
As a result, the department is currently maintaining eight R packages. These packages can be used separately or in their common framework, and include methods for calibration, downscaling and combination in the CSTools package, climate indicators in ClimProjDiags, and CSIndicators -among other climatological methods- in s2dv (s2dverification’s successor). The framework has been designed to be flexible and efficient. The Big Data issue inherent to climate data analysis is addressed by employing the startR and multiApply packages to seamlessly enable chunked multi-core processing, optionally leveraging multi-node parallelism in HPC platforms.","Ecology, Environmental sciences",7A - Ecology and Environmental Sciences
2021,The R Package stagedtrees for Structural Learning of Stratified Staged Trees,Regular talks > Track B,UseR! 2021,UseR! 2021,"Varando, Gherardo",The Lounge #talk_stats,"stagedtrees is an R package which includes several algorithms for learning the structure of staged trees and chain event graphs from categorical data. In the past twenty years there has been an explosion of the use of graphical models to represent the relationship among a vector of random variables and perform inference taking advantage of the underlying graphical representations.

Bayesian networks are nowadays one of the most used graphical models, with applications to a wide array of domains and implementation in various software. However, they can only represent symmetric conditional independence statements which in practical applications may not be fully justified. Most often, the greater the number of levels of categorical variables involved, the more difficult it is for conditional independence to hold for all the variables’ levels. Therefore, models accommodating also asymmetric relations as context-specific, partial and local independences have been developed. Staged trees are one such class. Staged tree modeling has proved its worth in many fields, as for instance cohort studies, causal analysis, case-control studies, Bayesian games and medical diagnosis.

stagedtrees permits to estimate any type of non-symmetric conditional independences from data via score-based and clustering-based algorithms. Various functionalities to provide inferential, visualization, descriptive and summary statistics tools for such models and about their graph structure are implemented. These functions help users in handling categorical experimental data and analyzing the learned models to untangle complex dependence structures.",Statistical models,7B: Statistical modeling in R
2021,Computational aspects of psychometrics taught with R and Shiny,Regular talks > Track C,UseR! 2021,UseR! 2021,"Martinkova, Patricia",The Lounge #talk_teaching_automation_reproducibility,"Psychometrics deals with the advancement of quantitative measurement practices in psychology, education, health, and many other fields. It covers a number of statistical methods that are useful for the behavioral and social sciences. Among other topics, it includes the estimation of reliability to deal with the omnipresence of measurement error, as well as a more detailed description of item functioning encompassed in item response theory models.

  
In this talk, I will discuss some computational aspects of psychometrics, and how understanding these aspects may be supported by real and simulated datasets, interactive examples, and hands on methods. I will first focus on reliability estimation and the issue of restricted range, showing that zero may not always be zero. I will then focus on a deeper understanding of the context behind more complex models and their much simpler counterparts. The last example discusses group-specific models and the importance of item-level analysis for situations where differences in overall gains are not apparent but the differences in item gains may be.

  
I will finally discuss experiences from teaching computational aspects of psychometrics to a diverse group of students from various fields, including statistics, computer science, psychology, education, medicine, and participants from industry. I will discuss the challenges and joys of creating a truly interdisciplinary course.","Reproducibility, Teaching R/R in Teaching","7C - Teaching, Automation and Reproducibility"
2021,Questions,Regular talks > Track A,UseR! 2021,UseR! 2021,All presenters in the session,The Lounge #talk_ecology_environment,Last questions for all the speakers,Community and Outreach,7A - Ecology and Environmental Sciences
2021,Questions,Regular talks > Track B,UseR! 2021,UseR! 2021,All presenters in the session,The Lounge #talk_stats,Last questions for all the speakers,Community and Outreach,7B: Statistical modeling in R
2021,Questions,Regular talks > Track C,UseR! 2021,UseR! 2021,All presenters in the session,The Lounge #talk_teaching_automation_reproducibility,Last questions for all the speakers,Community and Outreach,"7C - Teaching, Automation and Reproducibility"
2021,MolEvolvR: Web-app and R-package for characterizing proteins using molecular evolution and phylogeny,Regular talks > Track A,UseR! 2021,UseR! 2021,"Ravi, Janani",The Lounge #talk_stats_bioinformatics,"Molecular evolution and phylogeny can provide key insights into pathogenic protein families. Studying how these proteins evolve across bacterial lineages can help identify lineage-specific and pathogen-specific signatures and variants, and consequently, their functions. We have developed a streamlined computational approach for characterizing the molecular evolution and phylogeny of target proteins, widely applicable across proteins and species of interest. Our approach starts with query protein(s) of interest, identifying their homologs, and characterizing each protein by its domain architecture and phyletic spread. We have developed the MolEvolvR webapp, written entirely in R and Shiny, to enable biologists to run our entire workflow on their data by simply uploading a list of their proteins of interest. The webapp accepts inputs in multiple formats: protein/domain sequences, multi-protein operons/homologous proteins, or motif/domain scans. Depending on the input, MolEvolvR returns the complete set of homologs/phylogenetic tree, domain architectures, common partner domains. Users can obtain graphical summaries that include multiple sequence alignments and phylogenetic trees, domain architectures, domain proximity networks, phyletic spreads, co-occurrence patterns, and relative occurrences across lineages. Thus, the MolEvolvR webapp provides a powerful, easy-to-use interface for a wide range of protein characterization analyses, starting from homology searches and phylogeny to domain architectures. In addition to this analysis, researchers can use the app for data summarization and dynamic visualization. The webapp can be accessed here: <http://jravilab.org/molevolvr>. Soon, it will be available as an R-package for use by computational biologists.","Bioinformatics / Biomedical or health informatics, Biostatistics and Epidemiology, Data visualisation, Web Applications (Shiny/Dash)",8A - Statistics and Bioinformatics
2021,Shiny PoC to Production Application in 8 steps,Regular talks > Track B,UseR! 2021,UseR! 2021,"Dubel, Marcin",The Lounge #talk_r_production_2,"""""A great advantage of Shiny applications is that a proof of concept can be created quickly and easily. It is a great way for subject matter experts to present their ideas to stakeholders before moving on to production. However, taking the next step to a production application requires help from experienced software developers. The actions should be focused on two areas: to make the application a great experience for users and to make it maintainable for future work. Focusing on these will assure that the app will be scalable, performant, bug-free, extendable, and enjoyable. Close collaboration between engineers and experts paves a wave to many successful projects in data science and is Appsilon’s confirmed path to production-ready solutions.

  
The very first step should always be to build a comfortable and (importantly) reproducible workflow, thus setting up the development environment and organizing the folder structure \[renv + docker\]. Once this is done engineers should proceed to limiting the codebase by cleaning the code – i.e., removing redundant comments, extracting the constants and inline styles \[ymls + styler\]. Now the fun begins: extract the business logic into separate functions, modules and classes \[packages/R6 + plumber\]. Restrict reactivity to minimum. Check the logic \[data.validator + drake\]. Add tests \[testthat + cypress/shinytest\]. Organize your /www and move actions to the browser \[shiny + css/js\]. Finally, style the app \[sass/bslib + shiny.fluent\]. And, voila! A world-class Shiny app.""""",R in production,8B - R in Production 2
2021,"fairmodels: A Flexible Tool For Bias Detection, Visualization, And Mitigation",Regular talks > Track C,UseR! 2021,UseR! 2021,"Wiśniewski, Jakub",The Lounge #talk_stats_data_analysis_1,"Machine learning decision systems are getting increasingly omnipresent in our lives. From dating apps to rating loan seekers, algorithms affect both our well-being and future. Typically, however, these systems are not infallible. Moreover, complex predictive models are very eager to learn social biases present in historical data that can lead to increasing discrimination. If we want to create models responsibly then we need tools for in-depth validation of models also from the perspective of potential discrimination.

  
This article introduces an R package fairmodels that helps to validate fairness and eliminate bias in classification models in an easy and flexible fashion. The fairmodels package offers a model-agnostic approach to bias detection, visualization, and mitigation. The implemented set of functions and fairness metrics enables model fairness validation from different perspectives. The package includes a series of methods for bias mitigation that aim to diminish the discrimination in the model.

  
The package is designed not only to examine a single model but also to facilitate comparisons between multiple models.","Data mining / Machine learning / Deep Learning and AI, Multivariate analysis",8C - Statistical modeling &  Data Analysis 1
2021,Using R to Empower a Precision Dosing Web Application,Regular talks > Track A,UseR! 2021,UseR! 2021,"Daroczi, Gergely",The Lounge #talk_stats_bioinformatics,"R has a long history in PK/PD modeling, and it has been heavily used both in research and clinical practice as well, but making these R packages available outside of the R community has its (technical, compliance and UX) challenges that even hosted Shiny apps cannot easily solve yet. We are working on and presenting a scalable platform and web application building on the top of R (Docker, containerized Plumber API), hosted in a HIPAA-compliant infrastructure (AWS and GCP services), and made available to end-users via a user-friendly and configurable web interface (Angular and Nebular). This talk will focus on the overall cloud infrastructure, how we integrate R and other services, and details on the troubles with scalability, error handling, user experience etc in a HIPAA compliant, but startup environment.","Bioinformatics / Biomedical or health informatics, Biostatistics and Epidemiology, Data visualisation, Web Applications (Shiny/Dash)",8A - Statistics and Bioinformatics
2021,Reliably Reproducible Project Packages,Regular talks > Track B,UseR! 2021,UseR! 2021,"Gold, Alex Kahn",The Lounge #talk_r_production_2,"We all dread sharing a data science project with a collaborator or returning to a project only to find that it doesn't run because of mismatched package versions. Maintaining and sharing R projects is historically a fragile endeavor, relying mainly on crossed fingers.

  
There are now simple workflows to create and share an isolated R package environment for any project that makes luck irrelevant to the process.

  
In this talk, you'll learn to use the {renv} package to easily and quickly create isolated project environments, capture the packages in those environments, and share them with collaborators. Additionally, you'll learn how to take advantage of dated repository URLs from public RStudio Package Manager to make sure that you can add more packages and continue work on your project, no matter how far down the road that is.",R in production,8B - R in Production 2
2021,DoubleML - Double Machine Learning in R,Regular talks > Track C,UseR! 2021,UseR! 2021,"Bach, Philipp; Kurz, Malte S.",The Lounge #talk_stats_data_analysis_1,"The R package DoubleML implements the double/debiased machine learning framework of Chernozhukov et al. (2018). DoubleML makes it possible to estimate causal parameters based on machine learning methods. The double machine learning framework consist of three key ingredients: Neyman orthogonality, high-quality machine learning estimation and sample splitting. Estimation of nuisance components can be performed by various state-of-the-art machine learning methods that are available in the mlr3 ecosystem. DoubleML allows users to perform inference in a variety of causal models, including partially linear and interactive regression models and their extensions to instrumental variable estimation. The object-oriented implementation of DoubleML enables a high flexibility for the model specification and makes it easily extendable. This talk serves as an introduction to the double machine learning framework and the R package DoubleML. We demonstrate how users of DoubleML can perform valid inference based on machine learning methods in reproducible code examples with simulated and real data sets.

  
References:

  
Chernozhukov, V., Chetverikov, D., Demirer, M., Duflo, E., Hansen, C., Newey, W. and Robins, J. (2018), Double/debiased machine learning for treatment and structural parameters. The Econometrics Journal, 21: C1-C68, URL: <https://academic.oup.com/ectj/article/21/1/C1/5056401>.

  
Lang, M., Binder, M., Richter, J., Schratz, P., Pfisterer, F., Coors, S., Au, Q., Casalicchio, G., Kotthoff, L. and Bischl, B. (2019), mlr3: A modern object-oriented machine learing framework in R. Journal of Open Source Software, doi:10.21105/joss.01903, URL: <https://mlr3.mlr-org.com/>.","Data mining / Machine learning / Deep Learning and AI, Multivariate analysis",8C - Statistical modeling &  Data Analysis 1
